
 LIST ALL SELECTED ELEMENTS.  (LIST NODES)
 
    ELEM MAT TYP REL ESY SEC        NODES
 
       1   1   1   1   0   1      1     3    45    44
       2   1   1   1   0   1      3     4    46    45
       3   1   1   1   0   1      4     5    47    46
       4   1   1   1   0   1      5     6    48    47
       5   1   1   1   0   1      6     7    49    48
       6   1   1   1   0   1      7     8    50    49
       7   1   1   1   0   1      8     9    51    50
       8   1   1   1   0   1      9    10    52    51
       9   1   1   1   0   1     10    11    53    52
      10   1   1   1   0   1     11    12    54    53
      11   1   1   1   0   1     12    13    55    54
      12   1   1   1   0   1     13    14    56    55
      13   1   1   1   0   1     14    15    57    56
      14   1   1   1   0   1     15    16    58    57
      15   1   1   1   0   1     16    17    59    58
      16   1   1   1   0   1     17    18    60    59
      17   1   1   1   0   1     18    19    61    60
      18   1   1   1   0   1     19    20    62    61
      19   1   1   1   0   1     20    21    63    62
      20   1   1   1   0   1     21     2    23    63
      21   1   1   1   0   1     44    45    43    24
      22   1   1   1   0   1     45    46    42    43
      23   1   1   1   0   1     46    47    41    42
      24   1   1   1   0   1     47    48    40    41
      25   1   1   1   0   1     48    49    39    40
      26   1   1   1   0   1     49    50    38    39
      27   1   1   1   0   1     50    51    37    38
      28   1   1   1   0   1     51    52    36    37
      29   1   1   1   0   1     52    53    35    36
      30   1   1   1   0   1     53    54    34    35
      31   1   1   1   0   1     54    55    33    34
      32   1   1   1   0   1     55    56    32    33
      33   1   1   1   0   1     56    57    31    32
      34   1   1   1   0   1     57    58    30    31
      35   1   1   1   0   1     58    59    29    30
      36   1   1   1   0   1     59    60    28    29
      37   1   1   1   0   1     60    61    27    28
      38   1   1   1   0   1     61    62    26    27
      39   1   1   1   0   1     62    63    25    26
      40   1   1   1   0   1     63    23    22    25
      41   1   1   1   0   1     64    65   105   104
      42   1   1   1   0   1     65    66   106   105
      43   1   1   1   0   1     66    67   107   106
      44   1   1   1   0   1     67    68   108   107
      45   1   1   1   0   1     68    69   109   108
      46   1   1   1   0   1     69    70   110   109
      47   1   1   1   0   1     70    71   111   110
      48   1   1   1   0   1     71    72   112   111
      49   1   1   1   0   1     72    73   113   112
      50   1   1   1   0   1     73    74   114   113
      51   1   1   1   0   1     74    75   115   114
      52   1   1   1   0   1     75    76   116   115
      53   1   1   1   0   1     76    77   117   116
      54   1   1   1   0   1     77    78   118   117
      55   1   1   1   0   1     78    79   119   118
      56   1   1   1   0   1     79    80   120   119
      57   1   1   1   0   1     80    81   121   120
      58   1   1   1   0   1     81    82   122   121
      59   1   1   1   0   1     82    83   123   122
      60   1   1   1   0   1     83     1    44   123
      61   1   1   1   0   1    104   105   103    84
      62   1   1   1   0   1    105   106   102   103
      63   1   1   1   0   1    106   107   101   102
      64   1   1   1   0   1    107   108   100   101
      65   1   1   1   0   1    108   109    99   100
      66   1   1   1   0   1    109   110    98    99
      67   1   1   1   0   1    110   111    97    98
      68   1   1   1   0   1    111   112    96    97
      69   1   1   1   0   1    112   113    95    96
      70   1   1   1   0   1    113   114    94    95
      71   1   1   1   0   1    114   115    93    94
      72   1   1   1   0   1    115   116    92    93
      73   1   1   1   0   1    116   117    91    92
      74   1   1   1   0   1    117   118    90    91
      75   1   1   1   0   1    118   119    89    90
      76   1   1   1   0   1    119   120    88    89
      77   1   1   1   0   1    120   121    87    88
      78   1   1   1   0   1    121   122    86    87
      79   1   1   1   0   1    122   123    85    86
      80   1   1   1   0   1    123    44    24    85
      81   1   1   1   0   1     64   124   162   104
      82   1   1   1   0   1    124   125   163   162
      83   1   1   1   0   1    125   126   164   163
      84   1   1   1   0   1    126   127   165   164
      85   1   1   1   0   1    127   128   166   165
      86   1   1   1   0   1    128   129   167   166
      87   1   1   1   0   1    129   130   168   167
      88   1   1   1   0   1    130   131   169   168
      89   1   1   1   0   1    131   132   170   169
      90   1   1   1   0   1    132   133   171   170
      91   1   1   1   0   1    133   134   172   171
      92   1   1   1   0   1    134   135   173   172
      93   1   1   1   0   1    135   136   174   173
      94   1   1   1   0   1    136   137   175   174
      95   1   1   1   0   1    137   138   176   175
      96   1   1   1   0   1    138   139   177   176
      97   1   1   1   0   1    139   140   178   177
      98   1   1   1   0   1    140   141   179   178
      99   1   1   1   0   1    141   142   180   179
     100   1   1   1   0   1    142     2    23   180
     101   1   1   1   0   1    104   162   161    84
     102   1   1   1   0   1    162   163   160   161
     103   1   1   1   0   1    163   164   159   160
     104   1   1   1   0   1    164   165   158   159
     105   1   1   1   0   1    165   166   157   158
     106   1   1   1   0   1    166   167   156   157
     107   1   1   1   0   1    167   168   155   156
     108   1   1   1   0   1    168   169   154   155
     109   1   1   1   0   1    169   170   153   154
     110   1   1   1   0   1    170   171   152   153
     111   1   1   1   0   1    171   172   151   152
     112   1   1   1   0   1    172   173   150   151
     113   1   1   1   0   1    173   174   149   150
     114   1   1   1   0   1    174   175   148   149
     115   1   1   1   0   1    175   176   147   148
     116   1   1   1   0   1    176   177   146   147
     117   1   1   1   0   1    177   178   145   146
     118   1   1   1   0   1    178   179   144   145
     119   1   1   1   0   1    179   180   143   144
     120   1   1   1   0   1    180    23    22   143
